kumes_id,tavuk_sayisi,yas_ortalama,asi_durumu,sicaklik,nem_orani,hava_kalitesi_index,yem_turu,yem_miktari_gunluk,su_tuketimi_gunluk,gunluk_olum_sayisi,olur_mu,tarih,saat,gunluk_kumes_log_id
KUMES_10,292,19.03160343944381,Aşısız,34.04254507339473,65.71318565137157,64.81524267082669,Standart,45.314047812008674,82.0521963006915,7,1,2026-05-07,08:00,2026-05-07_KUMES_10
KUMES_8,245,6.2090977914952905,Aşılı,24.331008381043308,50.49849251842905,88.44928641765586,Organik,64.81516954277987,92.85042581144371,1,0,2026-08-09,12:00,2026-08-09_KUMES_8
KUMES_2,241,8.46465482762492,Aşılı,20.45909857644623,50.4402595756181,95.55711977916248,Protein Yüksek,65.93168476568897,139.0471280239793,2,0,2025-01-22,16:00,2025-01-22_KUMES_2
KUMES_1,293,18.24876167792874,Aşılı,40.0,84.91265024102401,47.20113873301453,Standart,53.76827361965034,77.11083026664787,12,1,2025-07-17,20:00,2025-07-17_KUMES_1
KUMES_3,151,9.611231167977865,Aşılı,25.27451279973102,38.64937654482712,77.66448456423618,Protein Yüksek,86.46230923264514,106.1404646451376,3,0,2025-09-11,16:00,2025-09-11_KUMES_3
KUMES_10,140,16.9662403927961,Aşısız,30.134483624831724,84.6974733827458,69.26192814683067,Standart,32.82263295952395,84.81079836057778,8,1,2026-02-25,12:00,2026-02-25_KUMES_10
KUMES_10,118,9.074383086132883,Aşısız,19.384426594399383,37.17886188866936,93.42709438944094,Protein Yüksek,59.97271553275061,119.50740867707168,1,0,2026-01-17,16:00,2026-01-17_KUMES_10
KUMES_7,182,9.692562330572772,Aşılı,25.671449574427044,37.746495634177,93.49442505638824,Protein Yüksek,57.88231273644397,160.42061252057266,0,0,2026-01-05,08:00,2026-01-05_KUMES_7
KUMES_8,224,21.871644677303877,Aşısız,28.998745668162748,87.30055611545501,41.75105185359775,Protein Yüksek,58.478310288676255,50.0,4,1,2025-12-26,20:00,2025-12-26_KUMES_8
KUMES_8,159,20.583553613291343,Aşılı,32.06018229280695,80.35073825584162,56.6200770427121,Organik,51.09048635936707,54.14047306578651,6,1,2026-03-24,20:00,2026-03-24_KUMES_8
KUMES_6,133,9.480335705944704,Aşılı,24.73535378477767,50.88357991156072,67.51225369325003,Standart,60.36459397018586,63.188151523162624,0,0,2026-06-30,16:00,2026-06-30_KUMES_6
KUMES_1,193,21.059329581564864,Aşısız,38.28231787031311,95.03690711112002,40.876533065765926,Standart,20.0,58.53243776282081,5,1,2025-01-13,08:00,2025-01-13_KUMES_1
KUMES_6,162,20.008248573560657,Aşısız,36.36814730327992,84.96494273241326,39.03396645091645,Protein Yüksek,42.002618715365074,63.63053532623286,5,1,2026-05-03,12:00,2026-05-03_KUMES_6
KUMES_6,211,10.309724976097256,Aşılı,24.28650032156691,45.31827484399157,89.81070923878714,Standart,64.42239543511074,114.96100861573063,3,0,2025-09-30,16:00,2025-09-30_KUMES_6
KUMES_5,282,18.423466244073584,Aşısız,34.06448358984262,80.56590326781452,34.26944770376073,Protein Yüksek,30.95621819847273,50.0,4,1,2025-03-20,16:00,2025-03-20_KUMES_5
KUMES_8,287,18.08780695171448,Aşısız,31.503661019850025,100.0,50.57503821033837,Protein Yüksek,40.3491246882623,66.21307483653489,5,1,2026-07-04,20:00,2026-07-04_KUMES_8
KUMES_8,241,21.85331115833215,Aşısız,35.15079042804687,93.63871659552008,44.827267619518274,Protein Yüksek,36.363804428670285,88.4317817462302,5,1,2025-04-27,08:00,2025-04-27_KUMES_8
KUMES_8,228,9.767551677004342,Aşısız,24.30979496994053,35.303739488534866,77.73322222903963,Organik,64.77270438300425,119.7911828237424,0,0,2025-04-05,08:00,2025-04-05_KUMES_8
KUMES_1,270,6.67157336548077,Aşılı,22.940270548075183,62.69187258851191,77.48420722973103,Standart,44.88434721629634,115.77536467489584,0,0,2025-01-16,08:00,2025-01-16_KUMES_1
KUMES_9,272,6.269452983027724,Aşılı,26.59399511491362,48.957456846835456,87.8807040160296,Organik,67.30670906063226,106.57948060338364,0,0,2025-11-16,12:00,2025-11-16_KUMES_9
KUMES_1,274,16.526910905766037,Aşısız,34.02274279215871,88.02627631529815,50.37517126973143,Protein Yüksek,42.81986751706298,50.0,4,1,2025-01-26,12:00,2025-01-26_KUMES_1
KUMES_10,196,20.963205303075924,Aşısız,32.38395427746081,93.7913832403954,30.0,Standart,29.950947000062158,79.11030009979713,4,1,2026-05-13,12:00,2026-05-13_KUMES_10
KUMES_8,224,16.079043722461755,Aşısız,36.82593904232583,77.2829031294163,54.01206780492308,Standart,37.8830041016094,63.12193240467623,5,1,2025-09-21,16:00,2025-09-21_KUMES_8
KUMES_2,208,19.3711201967891,Aşısız,32.769773059274954,67.26792592210953,43.76007026292431,Protein Yüksek,20.0,50.0,5,1,2026-02-05,08:00,2026-02-05_KUMES_2
KUMES_4,190,24.1645638594395,Aşısız,39.62285220406331,93.70449169741308,65.86375417551352,Standart,46.26013604395671,50.0,6,1,2026-03-25,08:00,2026-03-25_KUMES_4
KUMES_1,192,16.15090371245298,Aşısız,33.97090962000117,83.28843613249636,30.76006150303988,Protein Yüksek,39.7794819874314,75.0473767357471,13,1,2025-04-24,08:00,2025-04-24_KUMES_1
KUMES_8,236,10.16773622495961,Aşılı,23.923602725294128,43.47733496896686,84.97220238443369,Protein Yüksek,61.70889127156838,140.67930358076393,0,0,2025-04-29,08:00,2025-04-29_KUMES_8
KUMES_2,298,12.663696456801144,Aşılı,26.95008823478271,44.84560708564042,88.52805900556774,Protein Yüksek,65.81834600776453,121.11095945508548,0,0,2025-10-26,12:00,2025-10-26_KUMES_2
KUMES_3,108,5.0,Aşılı,20.09148345235992,49.801122061478615,82.34359690728982,Standart,47.93269018594931,92.43906919068618,0,0,2025-03-10,16:00,2025-03-10_KUMES_3
KUMES_8,151,13.573765796717932,Aşısız,35.01726250621484,85.52362897203263,44.58119945034931,Organik,59.233718797298096,79.69680682452363,6,1,2025-09-02,12:00,2025-09-02_KUMES_8
KUMES_2,273,13.382363101367648,Aşısız,29.424370091413497,23.19388865926165,80.0728298705042,Protein Yüksek,61.162075244698,88.2857739821948,0,0,2025-07-09,08:00,2025-07-09_KUMES_2
KUMES_10,178,6.343545000347032,Aşılı,26.211581050171723,42.81576760315156,96.08888093413138,Standart,47.08090000412395,137.16641622172614,2,0,2026-07-29,08:00,2026-07-29_KUMES_10
KUMES_5,104,12.415546648333535,Aşılı,36.95818082878376,57.74031149900525,35.222217890411486,Protein Yüksek,38.78226873306828,105.5703087253036,6,1,2025-11-25,12:00,2025-11-25_KUMES_5
KUMES_9,211,9.53419208768872,Aşılı,27.827081548247584,57.82806824992424,89.01993452750138,Protein Yüksek,44.19538118636471,151.89331849268498,1,0,2026-08-15,20:00,2026-08-15_KUMES_9
KUMES_2,157,12.965915566417786,Aşılı,24.43927522555657,45.91717986435644,79.52291843324103,Standart,32.2858084143514,96.8806622348722,1,0,2025-05-25,20:00,2025-05-25_KUMES_2
KUMES_4,224,15.530111792226872,Aşısız,34.426139868215124,95.0995549670708,49.36732555564835,Protein Yüksek,53.16478810590568,63.5287538153065,4,1,2025-05-30,08:00,2025-05-30_KUMES_4
KUMES_8,115,9.62327323620975,Aşılı,20.50238601703891,46.6562289329868,80.36307341741559,Organik,40.68335419647819,76.9267455717746,1,0,2026-01-27,16:00,2026-01-27_KUMES_8
KUMES_3,273,12.671146287295144,Aşılı,27.744567696967067,44.084841303294326,68.42117568083411,Protein Yüksek,68.4089157038712,110.60623820095007,0,0,2025-10-24,08:00,2025-10-24_KUMES_3
KUMES_1,101,9.227832201145208,Aşılı,21.07133219806028,49.552649395847794,83.91310320819443,Standart,62.98810357142551,83.72144707698865,1,0,2025-07-31,12:00,2025-07-31_KUMES_1
KUMES_4,244,5.251227511847642,Aşısız,31.816442083467216,50.26603121253564,87.41394091501988,Standart,60.54477845773912,92.08599879769896,1,0,2025-08-24,20:00,2025-08-24_KUMES_4
KUMES_4,180,6.22188617510211,Aşılı,25.80421994924228,38.342293828330334,72.23723516032024,Organik,76.46494479038842,126.3095190939357,1,0,2026-07-23,16:00,2026-07-23_KUMES_4
KUMES_2,211,12.06210509088951,Aşısız,40.0,79.32636194392893,53.26943460465196,Standart,31.60560346148124,50.0,17,1,2025-03-21,20:00,2025-03-21_KUMES_2
KUMES_7,269,11.17819282114597,Aşılı,20.44942158292289,45.40445685005881,93.54989634341608,Organik,44.17673776743448,132.65338506660086,1,0,2026-06-06,20:00,2026-06-06_KUMES_7
KUMES_7,193,11.762180159252663,Aşılı,23.045378413553067,56.18884817865093,65.27742636517027,Organik,59.150525187053866,100.02115336094133,0,0,2026-05-31,20:00,2026-05-31_KUMES_7
KUMES_1,137,19.48054810560864,Aşılı,29.68036063655677,88.18372939514666,32.144954769720975,Standart,35.40396311161686,62.51550749914932,4,1,2026-04-20,16:00,2026-04-20_KUMES_1
KUMES_4,245,7.142637274854321,Aşılı,25.20335410643936,42.80966404037507,88.04238294682675,Protein Yüksek,46.346492684396864,88.47492621774207,1,0,2025-10-17,20:00,2025-10-17_KUMES_4
KUMES_2,187,6.455935106251464,Aşılı,29.84861839347398,45.84183790121346,84.0596549918302,Standart,62.84186778302645,89.21046476755835,0,0,2025-02-26,20:00,2025-02-26_KUMES_2
KUMES_4,161,16.837938504544066,Aşılı,25.170789097833776,30.622098438185045,82.42943912350816,Protein Yüksek,64.7145207718798,75.25190079921127,0,0,2026-02-22,20:00,2026-02-22_KUMES_4
KUMES_1,175,13.888322873798971,Aşısız,27.682537202547994,99.18918071912684,40.49536849116274,Protein Yüksek,51.94828994627055,56.983479500113226,4,1,2025-03-11,20:00,2025-03-11_KUMES_1
KUMES_7,281,20.67003038047929,Aşısız,37.198446504224975,87.63245921726582,41.69830332059059,Organik,27.72743991335293,101.43157477898,8,1,2026-08-18,12:00,2026-08-18_KUMES_7
KUMES_7,131,19.92288239760929,Aşılı,32.06133096506624,75.17726746521846,49.07810014617754,Protein Yüksek,30.9419037674288,64.93080242486937,6,1,2026-01-20,12:00,2026-01-20_KUMES_7
KUMES_2,153,13.037470679317025,Aşısız,36.81090269308516,77.22466876045145,34.920057611315094,Standart,37.01669159751912,62.57641799964636,8,1,2025-11-02,20:00,2025-11-02_KUMES_2
KUMES_10,151,5.0,Aşısız,26.370996021741703,59.34670158100535,73.59341977397237,Organik,53.02389960848515,116.25646772486378,1,0,2025-09-26,20:00,2025-09-26_KUMES_10
KUMES_1,153,16.794087083829112,Aşısız,37.400746215393504,93.28010406163472,42.47950875365144,Organik,33.45124026042209,50.0,5,1,2025-06-17,16:00,2025-06-17_KUMES_1
KUMES_2,139,13.724466706497884,Aşısız,30.469758354217884,89.14625399267284,48.485707442950726,Protein Yüksek,36.60285148357095,50.19474059476363,7,1,2026-01-26,20:00,2026-01-26_KUMES_2
KUMES_3,174,6.369214627459184,Aşılı,27.895647867035947,44.57490092285266,78.45669624120289,Protein Yüksek,59.96759901572344,125.15830356295167,0,0,2025-04-26,20:00,2025-04-26_KUMES_3
KUMES_2,234,14.881112764743245,Aşısız,34.89320935820882,82.16418877858464,33.52658483678671,Organik,50.47761241387419,76.66587433225556,5,1,2025-07-29,12:00,2025-07-29_KUMES_2
KUMES_1,127,11.882057165633098,Aşılı,27.269025608232,46.3224799648528,68.55646791654559,Organik,77.07948549556106,127.46832965087492,0,0,2026-02-20,12:00,2026-02-20_KUMES_1
KUMES_9,169,22.70401509312996,Aşılı,36.38372538815666,77.66456836902653,52.88121804693463,Organik,47.07523013666104,55.06724867959186,6,1,2025-06-12,16:00,2025-06-12_KUMES_9
KUMES_6,141,18.134454591300504,Aşısız,36.85812276420867,93.08662765497289,42.294851180958034,Protein Yüksek,38.55111597669104,80.33991619281775,9,1,2025-02-20,12:00,2025-02-20_KUMES_6
KUMES_10,288,12.801379045063111,Aşısız,31.587409731945225,81.10319357700445,58.65522980406188,Standart,57.36115949895032,60.50228248233988,8,1,2026-04-01,12:00,2026-04-01_KUMES_10
KUMES_3,196,20.504249167929903,Aşılı,39.13836287474056,72.48393343027686,47.155996837058666,Protein Yüksek,59.64654412409964,103.7026700190514,8,1,2025-11-11,16:00,2025-11-11_KUMES_3
KUMES_3,283,8.231478483086157,Aşılı,25.954400293064403,42.11784832698085,83.32819798943196,Protein Yüksek,48.231044533372966,124.94149912637133,1,0,2025-03-03,20:00,2025-03-03_KUMES_3
KUMES_2,268,19.681957558736325,Aşısız,38.14479100404844,97.5249572915,45.3649993182616,Standart,48.61973835269473,58.87915866169244,6,1,2026-05-28,20:00,2026-05-28_KUMES_2
KUMES_4,277,16.610808167297947,Aşısız,27.950808033264018,100.0,41.36106210491077,Standart,25.915351690847487,59.28413417854001,3,1,2026-01-12,08:00,2026-01-12_KUMES_4
KUMES_10,182,17.16022637303398,Aşısız,30.94660325313955,62.06058415153478,36.78840291804664,Standart,40.689420580960494,78.391386866307,6,1,2026-08-19,12:00,2026-08-19_KUMES_10
KUMES_6,198,11.39603198187363,Aşılı,26.259950141682005,60.110630878929015,77.1115216126803,Organik,59.29833300548795,125.14184368720991,0,0,2025-09-24,12:00,2025-09-24_KUMES_6
KUMES_5,220,10.158016629445656,Aşılı,24.33727468435453,71.68761167921427,65.48410421450113,Standart,54.69022135954853,71.18881990474691,0,0,2025-08-19,20:00,2025-08-19_KUMES_5
KUMES_5,171,14.363830044820316,Aşısız,35.519798230691194,88.25545815322072,37.05937742963978,Organik,32.597706128199654,71.55854904200626,4,1,2025-02-16,08:00,2025-02-16_KUMES_5
KUMES_5,102,13.543001593011835,Aşılı,22.32204733999128,52.73759705463954,70.50959708784434,Organik,55.8848575489024,128.6952169596514,2,0,2025-10-14,16:00,2025-10-14_KUMES_5
KUMES_3,106,17.163873227341057,Aşılı,27.515966861694643,82.40016074747295,50.31665595938595,Protein Yüksek,47.44953388400344,79.30163698285519,5,1,2026-07-25,20:00,2026-07-25_KUMES_3
KUMES_10,292,19.59982080835078,Aşısız,35.21441708513488,83.05820262737136,56.42523560878131,Organik,30.50315426675745,52.65913544957306,4,1,2026-01-09,08:00,2026-01-09_KUMES_10
KUMES_7,143,15.36315899025644,Aşısız,36.93339293075616,67.29755824024514,47.384651403237946,Standart,63.52585078957003,116.44106787395378,4,1,2025-04-16,08:00,2025-04-16_KUMES_7
KUMES_8,141,13.727311859577071,Aşılı,24.72737347826225,50.85926609332407,91.44158471791914,Organik,67.91349130793368,101.55320093355226,0,0,2025-06-30,20:00,2025-06-30_KUMES_8
KUMES_5,176,16.96703639469001,Aşısız,40.0,90.2728653969195,56.683646329483,Protein Yüksek,46.04923358650192,102.89828419457248,5,1,2025-05-09,12:00,2025-05-09_KUMES_5
KUMES_2,279,10.560500418282857,Aşısız,28.22956164261561,67.69191169236663,79.18506134040507,Protein Yüksek,60.26736097019389,101.24532136749308,0,0,2026-01-28,16:00,2026-01-28_KUMES_2
KUMES_10,222,6.816968203635933,Aşısız,32.35964399667553,28.27270476797336,100.0,Standart,68.24378184224422,80.58155339233711,0,0,2025-01-04,12:00,2025-01-04_KUMES_10
KUMES_7,251,11.66665744549767,Aşılı,24.02908452714868,49.600492023965415,74.46312484075897,Protein Yüksek,69.47071688429598,116.75968066266424,2,0,2025-09-12,08:00,2025-09-12_KUMES_7
KUMES_2,123,6.4940577101790655,Aşılı,27.3573491389354,51.63944944558026,90.9051767474267,Protein Yüksek,58.759405715077165,109.7040583062362,2,0,2025-04-17,12:00,2025-04-17_KUMES_2
KUMES_8,152,12.596676297021956,Aşılı,27.981008915272817,38.80060862995383,75.06876748420531,Standart,50.0557883419176,90.42862190075384,2,0,2025-02-23,08:00,2025-02-23_KUMES_8
KUMES_8,188,15.274208082186473,Aşısız,24.760401902742945,50.75822930980439,88.92377134884907,Organik,52.15556666934361,149.25673910208295,0,0,2026-03-14,20:00,2026-03-14_KUMES_8
KUMES_9,246,14.88109817152566,Aşısız,27.43905653334612,66.25271719438592,38.80363576083536,Organik,45.82174238990585,100.07913067243308,4,1,2026-02-18,12:00,2026-02-18_KUMES_9
KUMES_3,235,11.895826713226551,Aşısız,26.7792119920783,81.03384405764871,93.75590760652408,Standart,74.4824601536991,116.73097379571104,1,0,2025-10-31,08:00,2025-10-31_KUMES_3
KUMES_10,204,10.58039611296472,Aşılı,25.90164057051997,57.93799459509866,94.70762474320718,Standart,57.5862482757117,129.18547838880949,1,0,2026-04-26,08:00,2026-04-26_KUMES_10
KUMES_1,172,15.697857580673077,Aşısız,30.369545867067675,90.3497067236377,64.6754074619586,Organik,53.918058916191,50.0,9,1,2026-07-11,12:00,2026-07-11_KUMES_1
KUMES_9,158,23.449818490666416,Aşısız,34.98723727272341,68.94848569820007,40.831147199474856,Organik,34.11317002288371,70.42298791151332,4,1,2026-08-03,20:00,2026-08-03_KUMES_9
KUMES_8,163,12.429803477502508,Aşılı,19.35276711703471,69.6162947329818,81.25809953485293,Organik,42.34237534481894,117.64191904368022,2,0,2026-02-01,08:00,2026-02-01_KUMES_8
KUMES_7,181,9.764986325871655,Aşılı,31.955193443803477,55.23951873938,87.79300472732236,Protein Yüksek,51.19581988024614,103.03914067230868,0,0,2025-06-04,08:00,2025-06-04_KUMES_7
KUMES_7,246,17.543727341559602,Aşısız,33.67630018687279,90.80072894077554,47.01123458701526,Standart,47.817716643021214,69.62946076602988,10,1,2026-04-25,20:00,2026-04-25_KUMES_7
KUMES_5,158,14.707681270395122,Aşısız,32.526200498535886,77.11780895283682,32.76432814524989,Organik,45.08669766645868,56.25594952303071,5,1,2025-04-28,20:00,2025-04-28_KUMES_5
KUMES_6,210,11.507464970866309,Aşılı,17.322829684572127,43.64368384138402,97.15700092880604,Organik,64.52069397502534,57.78813994354637,0,0,2025-10-05,20:00,2025-10-05_KUMES_6
KUMES_1,114,11.020915320782407,Aşısız,39.16821452890849,84.89084318926551,47.08382312519621,Standart,70.7558553152295,63.86492671676922,3,1,2025-04-12,12:00,2025-04-12_KUMES_1
KUMES_9,248,12.676629618429956,Aşısız,27.07091163476032,70.73014403003523,75.88128600756865,Organik,69.39628846927731,93.65544821875646,3,0,2025-12-28,20:00,2025-12-28_KUMES_9
KUMES_5,103,7.850581296800247,Aşılı,19.22945731594728,33.30709470055531,87.18596523250038,Protein Yüksek,59.29038325523846,101.06617121546124,1,0,2025-04-21,08:00,2025-04-21_KUMES_5
KUMES_4,102,13.18434895291217,Aşısız,37.29780720090994,94.80262952721684,43.49063383156008,Protein Yüksek,52.523993796287584,65.99289996600534,9,1,2026-03-15,08:00,2026-03-15_KUMES_4
KUMES_4,258,12.284469216818083,Aşısız,24.973845825324556,52.61618434546202,71.03215614277586,Standart,64.19538293426073,100.11861417904775,1,0,2026-02-21,12:00,2026-02-21_KUMES_4
KUMES_8,129,18.856667668621192,Aşılı,29.49410750101377,97.47385291974663,40.0627241394178,Standart,46.61597963283948,50.0,5,1,2025-02-09,08:00,2025-02-09_KUMES_8
KUMES_3,176,20.70212315712599,Aşısız,26.955029685453425,86.99507326438888,50.952277718342025,Standart,55.01485815573996,79.01515254585993,7,1,2026-06-19,16:00,2026-06-19_KUMES_3
KUMES_4,119,10.99762477136933,Aşılı,26.658010882251464,36.92200093246924,92.59316579895052,Organik,46.38202136253634,118.64514569201256,1,0,2026-02-15,16:00,2026-02-15_KUMES_4
KUMES_5,189,13.721658848570687,Aşılı,35.773591802544225,77.8475148118241,37.70395636298334,Organik,44.80033694565356,50.0,9,1,2026-03-26,12:00,2026-03-26_KUMES_5
KUMES_10,163,20.92171535997969,Aşısız,34.77971829524391,98.40406420114218,33.831340280670545,Standart,46.40950608333397,69.05169237938556,3,1,2026-05-10,12:00,2026-05-10_KUMES_10
KUMES_5,138,19.40026561451574,Aşısız,36.638609195109,84.43985328166329,45.65937593427987,Organik,42.13623717586657,51.49457430755882,7,1,2025-09-18,08:00,2025-09-18_KUMES_5
KUMES_4,215,17.351686886450043,Aşısız,38.422858303373175,87.91880026116317,56.83819058510777,Standart,31.81944679418445,71.77666197801555,7,1,2025-05-27,08:00,2025-05-27_KUMES_4
KUMES_3,249,16.46867337970035,Aşısız,28.472919030065786,83.39536448182956,56.497153292266304,Organik,23.19995254470152,105.32900519933796,5,1,2025-01-18,08:00,2025-01-18_KUMES_3
KUMES_6,108,18.06518847296917,Aşılı,35.236027731097394,85.17969507218871,32.901878029420885,Protein Yüksek,35.4347823823189,69.36321086726522,6,1,2025-07-25,12:00,2025-07-25_KUMES_6
